# VP07   2012-04-26_14-15-27
# Elapsed time of measurement: 248 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 27.12, 20.15, -70.54, -6.89, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 31, 2,  6, 1,   24.99,   14.10,  -68.80,    1.07,    0.00,    6.98,    0.66,    1.74
 62, 2,  7, 1,   24.42,    9.01,  -68.46,  -53.73,  -11.40,    1.62,    0.33,    3.46
 28, 2,  8, 1,   34.60,   14.65,  -67.63,   44.58,  -16.80,   -7.43,    0.98,    7.03
 21, 2,  9, 1,   24.95,   11.86,  -69.80,  -38.52,  -31.20,    2.78,    0.26,    2.74
 60, 2, 10, 1,   23.99,    9.88,  -68.40,  -47.33,  -38.90,    1.73,    0.37,    2.70
 64, 2, 11, 1,   24.80,    8.58,  -68.61,  -46.92,  -42.20,    3.64,    0.67,    2.60
 15, 2,  1, 1,   34.29,   14.13,  -69.37,   40.48,   41.60,   -7.48,    0.25,    3.07
 10, 2,  2, 1,   34.94,   19.79,  -68.99,   34.78,   34.80,   -4.55,    0.36,    4.40
  6, 2,  3, 1,   32.50,   14.73,  -70.47,   31.82,   21.80,   -3.82,    0.59,    2.39
 39, 2,  4, 1,   31.02,   16.38,  -67.78,   31.69,   11.40,    0.44,    0.48,    5.20
 42, 2,  5, 1,   28.34,   17.45,  -67.71,   25.00,    5.70,    5.30,    0.09,    2.42
 54, 2,  6, 1,   25.07,   14.12,  -68.56,   -4.52,    0.00,    5.17,    0.21,    2.03
  2, 2,  7, 1,   28.97,   16.98,  -70.22,   -5.62,  -11.40,    2.58,    0.63,   17.48
 55, 2,  8, 1,   25.13,   16.45,  -68.44,   -4.50,  -16.80,    3.88,    0.61,    2.76
 19, 2,  9, 1,   24.31,    9.52,  -69.71,  -42.00,  -31.20,    6.29,    0.05,    3.30
 40, 2, 10, 1,   22.59,   11.59,  -67.74,  -47.92,  -38.90,    2.15,    0.30,    3.49
 46, 2, 11, 1,   24.98,   10.61,  -68.85,  -47.98,  -42.20,   -0.21,    0.41,    2.56
