# VP01   2012-04-25_10-15-21
# Elapsed time of measurement: 763 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 26.04, 3.12, -68.13, -0.24, 0.03


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 54, 1,  7, 1,   26.57,    3.63,  -68.18,  -11.71,  -11.40,    1.14,    0.15,    3.27
 76, 1,  8, 1,   27.21,    3.23,  -68.38,  -17.19,  -16.80,   -0.05,    0.12,    3.57
 67, 1,  9, 1,   27.73,    1.90,  -68.11,  -32.64,  -31.20,   -1.82,    0.19,    3.93
 68, 1, 10, 1,   28.59,    1.54,  -67.95,  -41.66,  -38.90,   -4.23,    0.26,    2.95
 94, 1, 11, 1,   28.54,    0.16,  -67.90,  -44.16,  -42.20,   -3.06,    0.19,    3.85
 60, 1,  1, 1,   28.68,    5.73,  -67.65,   42.40,   41.60,   -1.48,    0.27,    3.23
 33, 1,  2, 1,   27.70,    8.00,  -67.46,   34.35,   34.80,    3.11,    0.09,    2.98
 99, 1,  3, 1,   28.18,    4.29,  -67.92,   21.03,   21.80,    0.29,    0.28,    3.00
 92, 1,  4, 1,   26.71,    4.38,  -67.98,   10.96,   11.40,    2.96,    0.13,    2.87
 93, 1,  5, 1,   26.66,    4.13,  -67.86,    7.04,    5.70,    2.91,    0.12,    2.64
 30, 1,  6, 1,   25.77,    5.94,  -67.95,   -1.09,    0.00,    3.72,    0.07,    4.34
 79, 1,  7, 1,   27.48,    3.06,  -68.37,  -11.00,  -11.40,   -0.15,    0.16,    2.48
 56, 1,  8, 1,   27.12,    2.13,  -68.18,  -22.31,  -16.80,   -0.16,    0.05,    2.40
 42, 1,  9, 1,   27.07,    2.04,  -68.03,  -32.37,  -31.20,   -1.79,    0.13,    2.95
 49, 1, 10, 1,   26.81,    0.48,  -68.01,  -39.95,  -38.90,   -0.93,    0.06,    6.22
 36, 1, 11, 1,   27.04,    0.61,  -67.70,  -45.62,  -42.20,   -1.93,    0.07,    5.29
 43, 2,  1, 1,   27.34,    6.80,  -67.59,   33.19,   41.60,    2.21,    0.11,    5.23
 70, 2,  2, 1,   27.82,    7.20,  -67.53,   36.54,   34.80,    1.21,    0.19,    7.02
 35, 2,  3, 1,   26.64,    6.44,  -67.75,   17.37,   21.80,    3.77,    0.06,    8.34
 96, 2,  4, 1,   27.25,    4.15,  -68.03,    9.99,   11.40,    2.67,    0.16,    6.13
 39, 2,  5, 1,   26.77,    5.81,  -68.15,   -1.65,    5.70,    0.29,    0.21,    7.53
 38, 2,  6, 1,   27.04,    5.62,  -68.16,  -10.57,    0.00,   -1.26,    0.11,   10.42
 73, 2,  7, 1,   27.39,    4.16,  -68.11,  -13.34,  -11.40,   -0.51,    0.25,   16.99
  8, 2,  8, 1,   26.27,    4.50,  -68.03,  -15.40,  -16.80,   -0.20,    0.08,   14.41
 27, 2,  9, 1,   28.98,    4.39,  -67.91,  -41.49,  -31.20,   -9.48,    0.12,   18.31
 87, 2, 10, 1,   28.57,    2.50,  -68.12,  -39.84,  -38.90,   -4.85,    0.25,   15.14
 95, 2, 11, 1,   29.63,    1.71,  -68.18,  -46.45,  -42.20,   -7.32,    0.26,   10.04
  5, 2,  1, 1,   27.91,    7.65,  -67.43,   40.63,   41.60,    1.58,    0.09,   14.40
 91, 2,  2, 1,   27.24,    5.51,  -67.52,   32.48,   34.80,    2.54,    0.26,    4.59
 51, 2,  3, 1,   27.76,    6.22,  -68.09,   17.61,   21.80,    0.28,    0.38,   11.66
 45, 2,  4, 1,   26.99,    6.26,  -68.09,    8.95,   11.40,    0.97,    0.22,   13.37
 98, 2,  5, 1,   27.17,    2.80,  -68.24,    0.96,    5.70,    1.80,    0.27,   13.56
 66, 2,  6, 1,   26.27,    3.91,  -68.10,   -7.84,    0.00,    2.98,    0.10,    9.34
 89, 2,  7, 1,   26.39,    4.20,  -68.09,   -9.49,  -11.40,    1.94,    0.45,   18.81
 62, 2,  8, 1,   27.62,    2.70,  -68.39,  -24.99,  -16.80,   -2.03,    0.28,   12.59
 80, 2,  9, 1,   28.30,    1.66,  -68.32,  -34.75,  -31.20,   -3.44,    0.17,    5.21
  7, 2, 10, 1,   26.73,    3.15,  -67.90,  -39.33,  -38.90,   -4.98,    0.07,    9.17
 65, 2, 11, 1,   28.13,    1.59,  -67.85,  -46.89,  -42.20,   -4.97,    0.26,   13.76
 22, 2,  1, 1,   27.85,    8.50,  -67.35,   36.04,   41.60,    3.59,    0.28,    6.22
 75, 2,  2, 1,   28.67,    7.31,  -67.87,   27.03,   34.80,   -0.20,    0.28,   12.56
 77, 2,  3, 1,   30.25,    4.35,  -68.01,   19.17,   21.80,   -4.99,    0.31,   11.00
 78, 2,  4, 1,   29.06,    4.98,  -68.22,    8.81,   11.40,   -2.32,    0.19,    9.99
 12, 2,  5, 1,   26.50,    6.34,  -68.06,   -0.75,    5.70,    1.10,    0.14,    6.50
 25, 2,  6, 1,   26.40,    5.60,  -67.98,   -0.28,    0.00,    2.73,    0.05,   15.37
 46, 2,  7, 1,   26.43,    3.41,  -68.29,  -19.18,  -11.40,   -0.55,    0.40,    6.67
 34, 2,  8, 1,   26.52,    3.57,  -67.95,  -24.00,  -16.80,   -0.02,    0.29,   14.58
 74, 2,  9, 1,   28.77,    2.91,  -68.20,  -34.32,  -31.20,   -5.25,    0.12,    5.42
 16, 2, 10, 1,   28.54,    4.54,  -67.82,  -44.84,  -38.90,  -10.30,    0.05,   15.31
  9, 2, 11, 1,   26.83,    2.50,  -67.72,  -40.93,  -42.20,   -3.73,    0.12,    5.20
