# VP03   2012-04-25_14-22-12
# Elapsed time of measurement: 251 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 32.31, 13.46, -69.14, -1.77, 0.09


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 57, 0,  6, 1,   33.06,   11.34,  -68.83,   -0.35,    0.00,   -0.58,    0.08,    2.83
 30, 0,  7, 1,   33.42,   10.76,  -69.00,   -5.78,  -11.40,   -0.67,    0.09,    2.29
 62, 0,  8, 1,   33.31,   10.87,  -68.68,  -11.44,  -16.80,   -1.39,    0.07,    2.61
 54, 0,  9, 1,   32.40,   10.29,  -69.07,  -24.60,  -31.20,   -1.71,    0.04,    2.65
  6, 0, 10, 1,   32.07,   10.00,  -69.27,  -31.47,  -38.90,   -1.06,    0.06,    1.58
  7, 0, 11, 1,   31.77,    9.74,  -69.23,  -37.60,  -42.20,   -1.60,    0.27,    1.95
 29, 1,  1, 1,   37.52,   10.75,  -68.19,   42.04,   41.60,   -5.16,    0.27,    3.05
 19, 1,  2, 1,   37.98,   10.21,  -68.28,   40.11,   34.80,   -7.29,    0.23,    3.90
 41, 1,  3, 1,   35.07,   11.61,  -68.69,   20.69,   21.80,   -2.57,    0.41,    3.92
 50, 1,  4, 1,   34.36,   11.78,  -68.62,   13.49,   11.40,   -2.00,    0.27,    2.63
 36, 1,  5, 1,   33.98,   11.98,  -68.66,    5.17,    5.70,   -1.58,    0.28,    3.62
 51, 1,  6, 1,   33.49,   11.21,  -68.91,   -2.70,    0.00,   -1.47,    0.12,    2.24
  1, 1,  7, 1,   31.71,   10.82,  -69.27,  -21.04,  -11.40,   -0.64,    0.44,    2.75
 23, 1,  8, 1,   33.09,   10.09,  -69.18,  -23.81,  -16.80,   -1.77,    0.13,    4.17
 18, 1,  9, 1,   32.23,    8.82,  -69.14,  -40.81,  -31.20,   -1.44,    0.12,    3.30
 38, 1, 10, 1,   33.06,    9.05,  -69.16,  -46.44,  -38.90,   -4.52,    0.37,    3.06
 32, 1, 11, 1,   31.46,    8.14,  -68.92,  -47.95,  -42.20,   -0.29,    0.22,    2.49
 14, 1,  1, 1,   38.29,    9.59,  -68.20,   44.40,   41.60,   -8.14,    0.26,    7.39
 37, 1,  2, 1,   36.90,   11.33,  -68.16,   38.05,   34.80,   -3.91,    0.34,    3.12
 46, 1,  3, 1,   36.05,   11.99,  -68.29,   24.24,   21.80,   -3.22,    0.45,    3.88
 48, 1,  4, 1,   35.47,   11.95,  -68.56,   15.32,   11.40,   -4.09,    0.16,    3.20
 65, 1,  5, 1,   31.46,   11.87,  -68.15,    8.42,    5.70,   -1.15,    0.18,    2.99
 55, 1,  6, 1,   33.05,   11.43,  -68.71,   -1.29,    0.00,   -0.05,    0.26,    3.10
  9, 1,  7, 1,   31.83,   11.55,  -69.01,  -22.61,  -11.40,   -1.05,    0.20,    4.07
 16, 1,  8, 1,   32.08,   10.27,  -69.15,  -23.49,  -16.80,   -0.31,    0.38,    4.12
 35, 1,  9, 1,   32.60,   10.17,  -68.98,  -42.24,  -31.20,   -3.58,    0.13,    3.20
 15, 1, 10, 1,   32.65,    9.33,  -69.13,  -45.73,  -38.90,   -3.71,    0.35,    2.83
 47, 1, 11, 1,   32.49,   10.11,  -69.10,  -49.64,  -42.20,   -4.92,    0.29,    2.80
 42, 2,  1, 1,   37.94,    9.54,  -68.11,   44.98,   41.60,   -7.97,    0.43,    3.18
 39, 2,  2, 1,   35.75,   11.52,  -68.39,   33.09,   34.80,   -2.13,    0.61,    3.45
 11, 2,  3, 1,   35.95,   11.96,  -68.67,   16.19,   21.80,   -3.83,    0.51,    4.64
 27, 2,  4, 1,   34.02,   11.42,  -68.75,    8.47,   11.40,   -0.63,    0.06,    3.34
 58, 2,  5, 1,   33.93,   11.93,  -68.77,    9.27,    5.70,   -1.60,    0.58,    5.75
 33, 2,  6, 1,   32.86,   10.82,  -69.01,   -4.63,    0.00,   -0.05,    0.33,    3.40
 25, 2,  7, 1,   32.92,   10.63,  -69.09,  -17.57,  -11.40,   -0.95,    0.66,    4.45
 26, 2,  8, 1,   32.99,   10.24,  -69.02,  -21.86,  -16.80,   -1.06,    0.27,    2.19
 22, 2,  9, 1,   32.11,    9.54,  -69.08,  -37.61,  -31.20,   -1.70,    0.44,    4.30
 56, 2, 10, 1,   31.96,    9.14,  -69.12,  -42.01,  -38.90,   -1.68,    0.28,    2.75
 53, 2, 11, 1,   32.25,    9.75,  -69.05,  -46.03,  -42.20,   -4.12,    0.15,    3.23
 63, 2,  1, 1,   37.99,    9.22,  -67.86,   48.10,   41.60,   -8.04,    0.54,    3.67
 64, 2,  2, 1,   35.34,   11.91,  -68.17,   32.52,   34.80,   -2.69,    0.35,    2.62
 17, 2,  3, 1,   35.31,   11.39,  -68.42,   21.72,   21.80,   -2.76,    0.24,    3.52
 61, 2,  4, 1,   34.07,   11.97,  -68.45,    9.83,   11.40,   -1.19,    0.23,    2.35
  4, 2,  5, 1,   33.68,   12.19,  -68.65,    0.66,    5.70,   -1.69,    0.42,    3.51
 60, 2,  6, 1,   34.49,   11.61,  -68.20,   -4.09,    0.00,   -3.12,    0.32,    2.65
  2, 2,  7, 1,   32.56,   11.71,  -69.23,  -13.62,  -11.40,   -2.08,    0.27,    4.22
 45, 2,  8, 1,   33.45,   11.59,  -69.02,  -17.81,  -16.80,   -2.98,    0.26,    3.60
 31, 2,  9, 1,   32.10,    8.66,  -69.10,  -37.56,  -31.20,   -0.53,    0.15,    3.24
 12, 2, 10, 1,   32.33,    9.88,  -69.17,  -44.78,  -38.90,   -4.12,    0.26,    4.16
  3, 2, 11, 1,   30.52,    8.65,  -69.15,  -49.02,  -42.20,   -0.15,    0.19,    5.08
