# VP10   2012-05-02_11-46-18
# Elapsed time of measurement: 393 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 24.14, 19.68, -68.50, -5.34, 0.02


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 31, 0,  1, 1,   27.59,   18.51,  -67.92,   33.57,   41.60,   -4.84,    0.06,    4.05
 71, 0,  2, 1,   26.66,   19.49,  -67.59,   31.62,   34.80,   -1.98,    0.04,    2.88
 34, 0,  3, 1,   25.01,   18.93,  -67.84,   18.44,   21.80,    1.27,    0.08,    2.40
  4, 0,  4, 1,   24.06,   19.64,  -68.14,   10.76,   11.40,    2.87,    0.05,    2.85
 69, 0,  5, 1,   24.05,   18.53,  -67.86,    5.79,    5.70,    4.10,    0.11,    2.85
  3, 0,  6, 1,   23.36,   18.94,  -68.32,    0.32,    0.00,    4.40,    0.04,    3.00
 82, 0,  7, 1,   24.12,   17.20,  -68.34,   -6.91,  -11.40,    4.51,    0.11,    2.14
 72, 0,  8, 1,   23.42,   16.68,  -68.25,  -14.77,  -16.80,    6.33,    0.07,    3.33
 36, 0,  9, 1,   23.39,   15.41,  -68.37,  -27.02,  -31.20,    6.76,    0.08,    3.23
  6, 0, 10, 1,   22.13,   15.81,  -68.34,  -30.66,  -38.90,    7.22,    0.11,    3.06
 52, 0, 11, 1,   23.77,   14.16,  -68.23,  -36.60,  -42.20,    6.50,    0.03,    4.17
 92, 0,  1, 1,   27.65,   18.88,  -67.84,   32.39,   41.60,   -4.27,    0.03,    2.21
 68, 0,  2, 1,   26.37,   19.38,  -67.61,   30.53,   34.80,   -1.70,    0.05,    2.32
 93, 0,  3, 1,   25.73,   18.82,  -67.97,   14.95,   21.80,    0.36,    0.05,    1.90
 89, 0,  4, 1,   24.72,   18.25,  -68.02,    7.77,   11.40,    1.83,    0.03,    2.83
  5, 0,  5, 1,   23.29,   19.41,  -68.21,    2.32,    5.70,    4.50,    0.06,    2.80
 64, 0,  6, 1,   23.92,   18.09,  -68.12,   -2.29,    0.00,    4.47,    0.10,    1.81
  9, 0,  7, 1,   23.10,   18.20,  -68.40,   -8.42,  -11.40,    4.74,    0.08,    2.04
 53, 0,  8, 1,   23.32,   16.93,  -68.14,  -12.51,  -16.80,    5.70,    0.04,    5.21
 86, 0,  9, 1,   22.74,   15.34,  -68.17,  -28.96,  -31.20,    7.79,    0.14,    3.11
 95, 0, 10, 1,   22.86,   14.47,  -68.09,  -33.98,  -38.90,    8.11,    0.28,    2.08
 45, 0, 11, 1,   23.20,   13.62,  -68.19,  -38.06,  -42.20,    7.86,    0.06,    2.92
 12, 0,  1, 1,   28.31,   18.21,  -68.24,   30.71,   41.60,   -6.30,    0.05,    4.07
 60, 0,  2, 1,   27.12,   18.63,  -67.81,   31.60,   34.80,   -3.78,    0.08,    3.10
  2, 0,  3, 1,   25.09,   19.67,  -68.19,   18.18,   21.80,    0.66,    0.02,    3.06
 58, 0,  4, 1,   25.10,   18.50,  -67.89,   11.23,   11.40,    2.06,    0.04,    2.91
 50, 0,  5, 1,   24.03,   18.31,  -68.08,    2.40,    5.70,    3.73,    0.03,    2.30
  8, 0,  6, 1,   23.92,   18.36,  -68.43,   -0.60,    0.00,    2.90,    0.04,    3.03
 19, 0,  7, 1,   23.46,   17.22,  -68.46,  -10.77,  -11.40,    5.22,    0.04,    2.83
 44, 0,  8, 1,   23.13,   15.28,  -68.28,  -18.95,  -16.80,    7.21,    0.05,    2.87
 98, 0,  9, 1,   23.28,   15.24,  -68.17,  -30.81,  -31.20,    6.60,    0.07,    3.01
 20, 0, 10, 1,   22.90,   14.65,  -68.34,  -32.64,  -38.90,    7.88,    0.09,    3.02
 23, 0, 11, 1,   22.83,   14.33,  -68.31,  -37.44,  -42.20,    7.59,    0.12,    3.09
 57, 1,  1, 1,   28.42,   18.96,  -67.64,   41.31,   41.60,   -6.13,    0.11,    3.10
 16, 1,  2, 1,   27.73,   18.90,  -67.95,   32.49,   34.80,   -4.52,    0.24,    2.12
 35, 1,  3, 1,   26.72,   19.65,  -67.73,   27.78,   21.80,   -1.84,    0.22,    2.92
 87, 1,  4, 1,   24.65,   18.16,  -67.94,   12.72,   11.40,    2.06,    0.18,    2.91
 94, 1,  5, 1,   24.25,   18.49,  -67.98,    6.10,    5.70,    3.38,    0.20,    2.13
 30, 1,  6, 1,   24.94,   17.89,  -68.24,    2.41,    0.00,    2.22,    0.06,    4.25
 97, 1,  7, 1,   23.36,   17.46,  -68.10,   -3.79,  -11.40,    5.00,    0.12,    2.98
 55, 1,  8, 1,   23.61,   17.09,  -68.21,   -9.45,  -16.80,    5.78,    0.12,    3.17
 39, 1,  9, 1,   23.57,   15.27,  -68.26,  -24.92,  -31.20,    6.80,    0.14,    4.46
 96, 1, 10, 1,   22.54,   14.92,  -68.14,  -35.10,  -38.90,    7.75,    0.23,    2.92
 79, 1, 11, 1,   22.74,   14.88,  -68.15,  -35.91,  -42.20,    7.21,    0.20,    3.30
 15, 1,  1, 1,   29.15,   18.54,  -67.92,   40.24,   41.60,   -7.63,    0.23,    3.02
 40, 1,  2, 1,   27.86,   18.99,  -67.73,   38.76,   34.80,   -5.40,    0.21,    3.99
 81, 1,  3, 1,   26.59,   18.68,  -67.89,   26.88,   21.80,   -2.25,    0.12,    3.17
 67, 1,  4, 1,   24.45,   18.98,  -67.76,   14.32,   11.40,    2.62,    0.08,    2.21
 14, 1,  5, 1,   25.19,   18.54,  -68.31,   11.10,    5.70,    0.80,    0.20,    3.10
 75, 1,  6, 1,   25.36,   18.36,  -68.13,    8.63,    0.00,    1.16,    0.23,    3.04
