# VP03   2012-04-25_14-13-53
# Elapsed time of measurement: 661 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 32.76, 14.45, -68.19, -0.81, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 27, 0,  1, 1,   34.17,   12.47,  -67.07,   30.16,   41.60,   -3.84,    0.05,    2.69
 68, 0,  2, 1,   33.48,   10.58,  -67.02,   37.42,   34.80,   -5.39,    0.10,    2.76
 57, 0,  3, 1,   34.52,   10.65,  -67.27,   26.03,   21.80,   -6.48,    0.08,    2.51
 61, 0,  4, 1,   31.26,   11.93,  -67.20,   16.89,   11.40,   -1.30,    0.19,    3.51
 17, 0,  5, 1,   31.71,   12.19,  -67.49,    5.88,    5.70,   -2.25,    0.12,    2.70
 18, 0,  6, 1,   31.34,   12.38,  -67.51,    1.46,    0.00,   -1.53,    0.07,    1.47
 35, 0,  7, 1,   31.98,   10.90,  -67.74,   -4.32,  -11.40,   -2.90,    0.15,    2.60
 26, 0,  8, 1,   31.77,   11.54,  -67.70,   -9.15,  -16.80,   -3.08,    0.40,    1.72
 36, 0,  9, 1,   30.74,   10.87,  -67.82,  -25.08,  -31.20,   -2.48,    0.04,    2.72
 47, 0, 10, 1,   31.55,   11.07,  -67.87,  -31.00,  -38.90,   -6.15,    0.07,    2.71
 70, 0, 11, 1,   30.17,   10.55,  -67.79,  -29.37,  -42.20,   -5.20,    0.06,    2.54
 87, 0,  1, 1,   34.59,   12.41,  -66.76,   39.27,   41.60,   -4.41,    0.07,    2.00
 46, 0,  2, 1,   35.17,   11.49,  -67.04,   33.69,   34.80,   -5.96,    0.09,    3.41
 90, 0,  3, 1,   32.76,   12.51,  -67.04,   26.47,   21.80,   -3.23,    0.08,    4.85
 73, 0,  4, 1,   32.90,   10.33,  -67.40,   18.22,   11.40,   -6.03,    0.44,    4.67
 74, 0,  5, 1,   32.59,   10.68,  -67.47,   12.26,    5.70,   -5.61,    0.15,    1.76
 78, 0,  6, 1,   31.55,   11.18,  -67.54,    5.31,    0.00,   -3.14,    0.17,    3.22
 91, 0,  7, 1,   30.40,   11.52,  -67.57,   -4.58,  -11.40,   -1.77,    0.18,    2.55
 37, 0,  8, 1,   31.73,   11.54,  -67.71,  -12.39,  -16.80,   -3.86,    0.31,    2.61
