# VP02   2012-04-25_11-16-51
# Elapsed time of measurement: 293 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 24.32, 17.80, -74.81, -0.25, 0.04


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 10, 0,  7, 1,   24.04,   14.80,  -75.15,   -6.87,  -11.40,    0.32,    0.11,    3.00
 38, 0,  8, 1,   23.87,   15.75,  -74.73,  -10.84,  -16.80,   -0.47,    0.03,    4.20
 32, 0,  9, 1,   23.32,   14.03,  -74.78,  -22.62,  -31.20,   -0.51,    0.09,    1.80
 37, 0, 10, 1,   22.59,   13.35,  -74.64,  -28.00,  -38.90,    0.11,    0.05,    4.14
 62, 0, 11, 1,   23.44,   13.04,  -74.80,  -30.76,  -42.20,   -1.60,    0.05,    3.04
 60, 1,  1, 1,   30.18,   17.54,  -74.28,   39.68,   41.60,   -2.64,    0.13,    4.13
 64, 1,  2, 1,   30.74,   15.89,  -74.72,   34.95,   34.80,   -5.20,    0.16,    2.01
 30, 1,  3, 1,   27.49,   16.44,  -74.81,   16.98,   21.80,   -2.47,    0.19,    5.21
 12, 1,  4, 1,   25.20,   15.97,  -75.03,    4.21,   11.40,    0.13,    0.30,    2.05
  3, 1,  5, 1,   24.69,   16.51,  -74.75,    5.07,    5.70,   -0.48,    0.13,    2.44
 61, 1,  6, 1,   25.14,   15.86,  -75.05,   -2.17,    0.00,    0.12,    0.19,    2.18
 35, 1,  7, 1,   22.79,   14.16,  -74.77,  -17.71,  -11.40,    1.09,    0.11,    3.45
  7, 1,  8, 1,   23.44,   13.87,  -74.92,  -22.55,  -16.80,   -0.90,    0.23,    2.84
 44, 1,  9, 1,   23.17,   12.11,  -74.31,  -41.04,  -31.20,   -3.06,    0.15,    3.11
 59, 1, 10, 1,   23.74,   12.18,  -74.30,  -45.47,  -38.90,   -6.61,    0.15,    2.69
 46, 1, 11, 1,   22.45,   11.87,  -74.02,  -48.33,  -42.20,   -5.38,    0.33,    3.06
 36, 1,  1, 1,   31.04,   17.20,  -74.25,   40.39,   41.60,   -3.88,    0.14,    6.32
 11, 1,  2, 1,   27.80,   17.11,  -74.61,   31.28,   34.80,   -0.62,    0.24,    4.91
 39, 1,  3, 1,   28.09,   16.49,  -74.86,   22.63,   21.80,   -2.80,    0.33,    3.10
 49, 1,  4, 1,   26.65,   16.56,  -74.92,   11.38,   11.40,   -1.27,    0.24,    3.56
 24, 1,  5, 1,   25.41,   16.30,  -74.96,    0.93,    5.70,   -1.53,    0.25,    3.85
  2, 1,  6, 1,   23.77,   15.80,  -74.94,   -1.34,    0.00,   -0.28,    0.35,    2.60
 22, 1,  7, 1,   23.43,   14.45,  -74.94,  -16.10,  -11.40,   -0.59,    0.04,    3.30
 19, 1,  8, 1,   22.63,   13.48,  -74.92,  -25.84,  -16.80,   -0.63,    0.09,    4.28
 48, 1,  9, 1,   23.44,   13.47,  -74.59,  -35.50,  -31.20,   -3.85,    0.24,    2.84
 29, 1, 10, 1,   22.43,   11.47,  -74.31,  -44.66,  -38.90,   -4.71,    0.26,    3.13
  1, 1, 11, 1,   21.91,   11.36,  -74.14,  -46.69,  -42.20,   -4.31,    0.39,    4.37
 28, 2,  1, 1,   30.64,   16.05,  -74.66,   36.32,   41.60,   -5.17,    0.34,    4.95
 18, 2,  2, 1,   27.55,   17.27,  -74.71,   23.64,   34.80,   -1.44,    0.51,    4.55
 57, 2,  3, 1,   27.88,   17.41,  -74.92,   22.72,   21.80,   -2.39,    0.97,    3.66
 54, 2,  4, 1,   26.94,   17.24,  -74.67,   11.29,   11.40,   -1.47,    0.27,    8.36
 34, 2,  5, 1,   24.49,   16.74,  -74.73,   -0.34,    5.70,    0.07,    0.18,    6.28
 17, 2,  6, 1,   23.96,   15.46,  -74.98,   -5.84,    0.00,   -0.18,    0.35,    5.96
 42, 2,  7, 1,   23.48,   15.13,  -74.79,  -18.95,  -11.40,   -0.97,    0.15,    5.87
 21, 2,  8, 1,   22.93,   13.50,  -74.78,  -26.74,  -16.80,   -1.43,    0.30,    3.68
 55, 2,  9, 1,   23.08,   12.53,  -74.87,  -35.55,  -31.20,   -2.42,    0.38,    8.73
 33, 2, 10, 1,   22.65,   12.00,  -74.30,  -38.79,  -38.90,   -2.87,    0.25,    5.13
 52, 2, 11, 1,   23.55,   11.38,  -74.50,  -44.07,  -42.20,   -4.52,    0.30,    7.46
 63, 2,  1, 1,   31.60,   15.71,  -74.57,   37.60,   41.60,   -5.87,    0.35,    3.58
  9, 2,  2, 1,   28.46,   16.60,  -74.77,   30.80,   34.80,   -3.13,    0.35,    4.17
 20, 2,  3, 1,   27.68,   16.59,  -74.94,   22.20,   21.80,   -2.03,    0.67,    4.56
 56, 2,  4, 1,   27.10,   17.15,  -74.91,   13.34,   11.40,   -1.79,    0.52,    3.23
 25, 2,  5, 1,   25.53,   16.75,  -74.76,    1.18,    5.70,   -1.72,    0.21,    4.07
 50, 2,  6, 1,   24.45,   15.84,  -74.84,   -8.59,    0.00,    0.53,    0.08,    6.36
 65, 2,  7, 1,   24.79,   15.75,  -74.91,  -11.63,  -11.40,   -2.69,    0.69,    6.67
 47, 2,  8, 1,   24.08,   14.69,  -74.67,  -19.90,  -16.80,   -1.86,    0.50,    7.99
 53, 2,  9, 1,   23.33,   12.10,  -74.84,  -38.62,  -31.20,   -3.37,    0.27,    5.06
 23, 2, 10, 1,   21.95,   11.46,  -74.38,  -43.53,  -38.90,   -3.40,    0.22,    5.47
  5, 2, 11, 1,   21.68,   12.45,  -74.17,  -42.96,  -42.20,   -3.66,    0.44,    3.93
