# VP02   2012-04-25_11-16-51
# Elapsed time of measurement: 293 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 24.32, 17.80, -74.81, -0.25, 0.04


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
  6, 0,  1, 1,   28.38,   16.70,  -74.63,   34.27,   41.60,   -2.23,    0.39,    4.26
 43, 0,  2, 1,   29.12,   17.20,  -74.57,   28.73,   34.80,   -2.83,    0.04,    2.43
 13, 0,  3, 1,   26.86,   16.91,  -74.79,   20.77,   21.80,   -0.73,    0.36,    3.50
 15, 0,  4, 1,   26.54,   16.36,  -75.01,   11.10,   11.40,   -1.05,    0.04,    2.31
 41, 0,  5, 1,   25.74,   16.63,  -74.84,    4.16,    5.70,   -0.84,    0.05,    2.82
 66, 0,  6, 1,   25.97,   15.33,  -75.13,   -0.01,    0.00,   -2.55,    0.03,    2.30
  8, 0,  7, 1,   23.60,   15.62,  -74.92,   -6.34,  -11.40,    0.33,    0.06,    2.27
 31, 0,  8, 1,   24.00,   15.01,  -74.96,   -9.78,  -16.80,    0.35,    0.38,    1.76
 40, 0,  9, 1,   23.87,   14.63,  -74.89,  -19.84,  -31.20,   -0.93,    0.07,    3.03
 27, 0, 10, 1,   23.13,   13.85,  -74.77,  -24.90,  -38.90,   -2.38,    0.04,    1.98
 26, 0, 11, 1,   22.88,   13.02,  -74.71,  -31.50,  -42.20,   -2.21,    0.08,    2.20
 14, 0,  1, 1,   29.48,   16.32,  -74.62,   37.30,   41.60,   -3.82,    0.05,    2.53
  4, 0,  2, 1,   29.21,   17.82,  -74.41,   31.86,   34.80,   -2.69,    0.53,    2.75
 16, 0,  3, 1,   27.05,   16.54,  -74.85,   20.44,   21.80,   -1.20,    0.04,    2.72
 58, 0,  4, 1,   27.22,   16.54,  -74.84,   12.40,   11.40,   -1.91,    0.17,    2.99
 45, 0,  5, 1,   25.59,   16.38,  -74.86,    4.50,    5.70,   -0.64,    0.07,    1.75
 51, 0,  6, 1,   26.28,   16.26,  -75.00,    2.26,    0.00,   -1.73,    0.04,    2.36
