# Data file generated by gp_save.m
# 
0	-5.7761
2.6917	0.24504
5.3833	0.24662
8.075	0.24918
10.767	0.25263
13.458	0.25687
16.15	0.26176
18.842	0.26722
21.533	0.27313
24.225	0.27943
26.917	0.28606
29.608	0.29298
32.3	0.30017
34.991	0.30762
37.683	0.31531
40.375	0.32326
43.066	0.33146
45.758	0.33992
48.45	0.34865
51.141	0.35764
53.833	0.36689
56.525	0.37642
59.216	0.3862
61.908	0.39625
64.6	0.40656
67.291	0.41711
69.983	0.42791
72.675	0.43893
75.366	0.45019
78.058	0.46165
80.75	0.47333
83.441	0.48519
86.133	0.49724
88.824	0.50946
91.516	0.52185
94.208	0.53438
96.899	0.54705
99.591	0.55986
102.28	0.57277
104.97	0.5858
107.67	0.59892
110.36	0.61212
113.05	0.62539
115.74	0.63872
118.43	0.6521
121.12	0.66551
123.82	0.67895
126.51	0.69241
129.2	0.70587
131.89	0.71933
134.58	0.73276
137.27	0.74617
139.97	0.75953
142.66	0.77285
145.35	0.78611
148.04	0.7993
150.73	0.8124
153.42	0.82542
156.12	0.83834
158.81	0.85115
161.5	0.86385
164.19	0.87643
166.88	0.88887
169.57	0.90117
172.27	0.91333
174.96	0.92534
177.65	0.93719
180.34	0.94888
183.03	0.9604
185.72	0.97174
188.42	0.98291
191.11	0.99389
193.8	1.0047
196.49	1.0153
199.18	1.0257
201.87	1.0359
204.57	1.0459
207.26	1.0557
209.95	1.0653
212.64	1.0746
215.33	1.0838
218.02	1.0927
220.72	1.1015
223.41	1.11
226.1	1.1183
228.79	1.1263
231.48	1.1342
234.17	1.1418
236.87	1.1492
239.56	1.1563
242.25	1.1633
244.94	1.17
247.63	1.1765
250.32	1.1828
253.02	1.1889
255.71	1.1948
258.4	1.2004
261.09	1.2059
263.78	1.2111
266.47	1.2161
269.17	1.221
271.86	1.2256
274.55	1.23
277.24	1.2343
279.93	1.2383
282.62	1.2422
285.31	1.2459
288.01	1.2494
290.7	1.2527
293.39	1.2559
296.08	1.2589
298.77	1.2618
301.46	1.2644
304.16	1.267
306.85	1.2694
309.54	1.2716
312.23	1.2738
314.92	1.2758
317.61	1.2776
320.31	1.2794
323	1.281
325.69	1.2825
328.38	1.2839
331.07	1.2853
333.76	1.2865
336.46	1.2876
339.15	1.2887
341.84	1.2896
344.53	1.2905
347.22	1.2914
349.91	1.2921
352.61	1.2928
355.3	1.2935
357.99	1.2941
360.68	1.2947
363.37	1.2952
366.06	1.2957
368.76	1.2962
371.45	1.2966
374.14	1.2971
376.83	1.2975
379.52	1.2979
382.21	1.2983
384.91	1.2987
387.6	1.299
390.29	1.2994
392.98	1.2998
395.67	1.3003
398.36	1.3007
401.06	1.3012
403.75	1.3016
406.44	1.3021
409.13	1.3026
411.82	1.3032
414.51	1.3038
417.21	1.3044
419.9	1.305
422.59	1.3057
425.28	1.3065
427.97	1.3072
430.66	1.308
433.36	1.3089
436.05	1.3098
438.74	1.3107
441.43	1.3117
444.12	1.3128
446.81	1.3139
449.51	1.315
452.2	1.3162
454.89	1.3174
457.58	1.3187
460.27	1.32
462.96	1.3214
465.66	1.3228
468.35	1.3243
471.04	1.3258
473.73	1.3274
476.42	1.329
479.11	1.3306
481.81	1.3323
484.5	1.334
487.19	1.3358
489.88	1.3376
492.57	1.3394
495.26	1.3413
497.96	1.3432
500.65	1.3451
503.34	1.3471
506.03	1.349
508.72	1.351
511.41	1.353
514.11	1.3551
516.8	1.3571
519.49	1.3591
522.18	1.3612
524.87	1.3633
527.56	1.3654
530.26	1.3674
532.95	1.3695
535.64	1.3716
538.33	1.3737
541.02	1.3757
543.71	1.3778
546.41	1.3798
549.1	1.3819
551.79	1.3839
554.48	1.3859
557.17	1.3879
559.86	1.3899
562.55	1.3918
565.25	1.3937
567.94	1.3956
570.63	1.3975
573.32	1.3994
576.01	1.4012
578.7	1.4029
581.4	1.4047
584.09	1.4064
586.78	1.4081
589.47	1.4097
592.16	1.4113
594.85	1.4129
597.55	1.4144
600.24	1.4159
602.93	1.4174
605.62	1.4188
608.31	1.4202
611	1.4215
613.7	1.4228
616.39	1.424
619.08	1.4252
621.77	1.4264
624.46	1.4275
627.15	1.4285
629.85	1.4296
632.54	1.4305
635.23	1.4315
637.92	1.4324
640.61	1.4332
643.3	1.434
646	1.4348
648.69	1.4355
651.38	1.4362
654.07	1.4368
656.76	1.4374
659.45	1.438
662.15	1.4385
664.84	1.439
667.53	1.4395
670.22	1.4399
672.91	1.4403
675.6	1.4407
678.3	1.441
680.99	1.4413
683.68	1.4416
686.37	1.4419
689.06	1.4421
691.75	1.4423
694.45	1.4425
697.14	1.4427
699.83	1.4429
702.52	1.443
705.21	1.4432
707.9	1.4433
710.6	1.4434
713.29	1.4435
715.98	1.4436
718.67	1.4437
721.36	1.4438
724.05	1.4439
726.75	1.444
729.44	1.4441
732.13	1.4442
734.82	1.4443
737.51	1.4444
740.2	1.4445
742.9	1.4446
745.59	1.4448
748.28	1.4449
750.97	1.4451
753.66	1.4452
756.35	1.4454
759.05	1.4456
761.74	1.4458
764.43	1.4461
767.12	1.4463
769.81	1.4466
772.5	1.4469
775.2	1.4472
777.89	1.4475
780.58	1.4478
783.27	1.4482
785.96	1.4486
788.65	1.449
791.35	1.4494
794.04	1.4498
796.73	1.4503
799.42	1.4508
802.11	1.4513
804.8	1.4518
807.5	1.4524
810.19	1.4529
812.88	1.4535
815.57	1.4541
818.26	1.4548
820.95	1.4554
823.65	1.4561
826.34	1.4567
829.03	1.4575
831.72	1.4582
834.41	1.4589
837.1	1.4597
839.79	1.4604
842.49	1.4612
845.18	1.462
847.87	1.4628
850.56	1.4637
853.25	1.4645
855.94	1.4654
858.64	1.4662
861.33	1.4671
864.02	1.468
866.71	1.4689
869.4	1.4698
872.09	1.4707
874.79	1.4716
877.48	1.4725
880.17	1.4734
882.86	1.4743
885.55	1.4753
888.24	1.4762
890.94	1.4771
893.63	1.478
896.32	1.4789
899.01	1.4798
901.7	1.4807
904.39	1.4815
907.09	1.4824
909.78	1.4833
912.47	1.4841
915.16	1.4849
917.85	1.4858
920.54	1.4866
923.24	1.4874
925.93	1.4881
928.62	1.4889
931.31	1.4896
934	1.4903
936.69	1.491
939.39	1.4917
942.08	1.4924
944.77	1.493
947.46	1.4936
950.15	1.4942
952.84	1.4948
955.54	1.4953
958.23	1.4959
960.92	1.4964
963.61	1.4968
966.3	1.4973
968.99	1.4977
971.69	1.4981
974.38	1.4985
977.07	1.4989
979.76	1.4992
982.45	1.4995
985.14	1.4998
987.84	1.5001
990.53	1.5003
993.22	1.5005
995.91	1.5007
998.6	1.5009
1001.3	1.5011
1004	1.5012
1006.7	1.5013
1009.4	1.5014
