# Data file generated by gp_save.m
# 
41.6	-2.9233	-1.5598	0.57797	-0.15923	5.9122	3.6775	-3.1057	-1.4819	8.7403	-3.5728
34.8	0.52222	-0.54462	4.3039	3.3389	-1.2975	-0.97409	-2.4009	0.65217	-1.9388	-1.5238
21.8	0.15152	-7.0485	-3.836	4.165	-0.98674	-1.8043	2.7007	-0.90286	-8.2905	-0.60518
11.4	0.34297	-1.9166	-2.6877	0.70816	1.8812	-0.72472	-2.9998	-2.1011	0.09513	1.6438
5.7	-0.86746	-4.7923	0.96659	-0.93251	2.4766	-2.9517	2.8496	0.27717	5.8567	-5.8591
0	-1.6972	-3.1069	2.9731	-0.2489	1.4946	-7.184	0.66446	1.0491	2.9533	2.6157
-11.4	-0.60783	-0.031654	-0.22548	2.0594	2.0898	-3.3553	-5.1126	-0.96561	-5.4086	5.5976
-16.8	-0.26199	1.7076	-0.93083	2.1088	0.33257	-3.3243	3.53	0.81019	-0.96742	-1.2441
-31.2	1.9708	4.9895	-0.47447	1.0095	3.1613	-0.46285	-0.29084	-1.1189	-5.804	-7.0529
-38.9	-3.9674	-0.9621	1.5313	2.0879	1.9411	0.17521	-8.9397	-1.9763	-3.0792	-1.8408
-42.2	1.6243	-1.047	2.4874	1.1577	-0.61901	-4.0432	-1.4084	1.2658	-6.0071	-1.4334
41.6	1.8683	3.1581	4.1452	-3.9506	0.18809	-1.9898	-1.6487	-0.76343	-5.6591	-4.6901
34.8	-0.10408	0.74358	0.4511	-0.69619	-1.3301	0.996	-2.2518	-3.0427	3.95	0.45357
21.8	-2.0166	-3.1226	-3.338	2.1261	-0.64869	0.8586	3.4419	-0.44118	-3.7541	-0.68982
11.4	-1.3154	0.2351	-0.5846	0.3159	0.4531	-0.5602	-4.4892	-2.2572	7.526	2.2448
5.7	0.55861	2.1093	-0.53428	-0.74247	0.86345	-3.3476	-0.91621	1.7458	3.7036	3.5527
0	0.18328	1.6182	-5.323	0.039798	-0.24438	-3.1047	2.778	3.6934	7.2298	2.8046
-11.4	0.21821	3.0248	5.9758	-0.5963	1.6016	0.34873	-0.23048	3.5805	-10.363	3.9662
-16.8	1.0702	2.7956	2.62	0.33965	-1.1713	-2.0744	1.1	0.38334	8.8285	2.0792
-31.2	-7.3932	0.53993	3.5773	2.6254	-4.7645	-0.78301	5.7126	-0.96509	-2.5391	-1.0022
-38.9	-0.61133	0.49733	-1.4843	1.1997	-1.715	-7.5463	-6.2476	-0.99846	0.86318	-1.8784
-42.2	0.24456	-0.51394	2.8808	2.0868	1.8998	0.43967	-0.39303	-0.16714	9.9734	3.7871
41.6	-0.096947	2.8436	-3.2399	-4.1035	0.055691	-0.66603	-5.3133	1.0955	2.1843	-6.76
34.8	0.16882	-1.5071	0.089086	0.87547	-1.6361	1.2882	3.3099	-1.5406	-0.651	-4.9386
21.8	-0.26081	2.1537	2.4488	0.46281	1.265	0.31518	0.94079	0.21189	3.7551	-0.79816
11.4	-3.3055	3.6552	2.6251	1.1817	-2.5923	2.144	-0.81695	0.054568	5.6745	-5.7047
5.7	0.34439	-2.4922	2.2472	0.5735	1.1408	-3.3163	0.4557	0.68744	7.2302	-2.7029
0	-1.0683	-4.3226	-3.8611	-0.14371	-0.69258	2.0926	-0.57326	-1.8653	-7.7075	2.3131
-11.4	1.7283	-1.369	-2.6255	-0.76369	-0.98767	-5.5364	3.7397	0.46156	-5.0549	-0.45603
-16.8	0.84434	3.433	2.0038	0.11163	-1.8825	2.9675	2.9081	0.084577	-9.353	-1.6941
-31.2	-2.4066	3.9843	2.9774	-0.9643	-1.0662	0.61776	-5.0134	1.5016	1.9684	2.9566
-38.9	-0.24255	0.54686	-1.652	0.28504	0.63862	4.0277	-2.8627	-3.1452	0.39321	-6.1566
-42.2	-1.2742	-3.4035	2.1552	1.8797	2.2162	1.4712	1.7303	3.2543	5.934	5.2365
41.6	2.1147	3.0612	-1.5393	2.1073	-1.3097	-2.171	-0.069677	2.5516	2.1468	-2.6665
34.8	2.3091	2.2688	3.1807	-1.7103	-2.7922	1.5992	0.78385	-2.9734	0.16813	0.37849
21.8	0.53785	2.0256	1.3249	-1.0476	-0.87658	0.48623	3.8442	-0.9586	-5.6937	7.6474
11.4	-3.3358	-4.3669	-1.1091	-1.0611	-2.6543	5.3757	-1.5643	-3.6237	0.37572	5.3908
5.7	-0.83723	0.89263	5.4327	0.14371	1.3634	-2.3248	3.1625	1.2041	-2.0988	-2.6953
0	-0.39815	0.95461	-7.1806	-0.97262	-0.3183	1.4226	3.4302	2.0271	2.383	4.7354
-11.4	2.2799	-3.0198	-2.6395	-2.5914	0.34389	-2.4542	0.2196	-1.9798	2.9089	-2.7795
-16.8	0.97869	-0.55844	-1.2687	1.0795	-0.1693	2.4947	-1.118	-1.4932	10.777	-1.7384
-31.2	0.24195	1.309	0.68368	-2.0993	0.40937	4.958	-0.77146	-0.27864	-1.9482	2.8735
-38.9	-0.2965	0.20132	-1.971	0.23375	-2.2507	0.53227	-2.2556	0.78211	-6.2047	-5.041
-42.2	0.37582	0.61251	2.9342	-2.6022	0.4705	0.58771	2.1958	-0.93569	0.22005	0.25627
41.6	-3.1541	0.73871	-3.4887	1.5277	0.2881	2.541	-2.1501	0.51771	-1.5893	7.2344
34.8	0.60726	0.13749	1.2272	0.43581	-0.046054	3.0318	-1.3661	2.1632	-0.73185	0.47268
21.8	1.3696	1.0122	4.5987	-0.8828	-0.013558	-1.9002	3.2147	-0.40586	-1.8977	0.72989
11.4	1.8389	0.45962	-1.6077	-2.1285	0.039991	4.9693	1.8285	1.8389	-2.2025	1.6143
5.7	1.065	1.2915	2.1019	1.6327	-1.8783	-0.47251	3.371	-0.50406	5.2487	-3.8606
0	0.75443	-3.2544	-3.9539	-0.75952	1.216	2.4371	1.2459	1.4622	-9.745	1.4223
-11.4	2.3054	1.2214	-4.6593	-0.6146	0.51841	0.54571	0.72085	2.3255	0.41364	-1.3941
-16.8	1.3565	-0.22184	-3.0342	-0.69895	-1.1408	1.1597	1.8094	-1.4458	2.3901	0.46842
-31.2	1.654	1.2769	-0.99755	-2.2855	-0.085161	0.59454	2.5082	-0.61507	1.2259	6.3767
-38.9	1.2404	-1.395	-2.2523	-5.6803	-0.2806	3.3755	-0.090368	0.31042	-5.7369	1.2414
-42.2	4.6533	1.659	-0.39756	-1.2459	-0.37384	4.4807	0.36851	1.9693	-1.4677	-0.63944
