# Data file generated by gp_save.m
# gt angles, mean, conf.-interval (99%, significantly (1%) different from zero?, individual means
41.6	-0.22368	1.8998	0	-0.36642	2.3143	3.1982	1.3437	0.65302	-3.8793	-3.2985	-0.27437	-2.4685	0.54106
34.8	1.2122	1.1709	1	1.4947	0.035154	-0.19601	1.1093	2.5101	1.7263	1.5766	1.9804	0.57252	1.3124
21.8	1.3309	1.7837	0	-0.97472	-2.5173	-1.8223	1.1641	3.8325	4.2837	2.0647	3.6624	3.5722	0.043486
11.4	-0.24613	1.7011	0	2.2668	3.0185	0.22505	0.13775	-1.7505	-1.3879	-2.9874	-3.4144	1.7306	-0.2998
5.7	-0.9958	1.3215	0	1.1422	-0.33949	-0.76425	-2.6648	-1.6598	-1.4802	-1.6445	-1.1962	-1.5575	0.20637
0	-0.55662	1.9094	0	-1.8733	-1.6211	-0.49162	-0.19362	-0.66499	-0.85249	3.022	-2.2922	-0.050946	-0.54794
-11.4	-1.0523	1.9807	0	0.080677	-2.3571	-0.70941	-1.4272	-2.1014	-2.6252	-0.035108	-2.8488	-0.077568	1.578
-16.8	-1.7997	1.9704	0	-1.1629	-1.6596	-1.3956	-1.2115	-4.364	-4.9252	0.43736	-0.862	-2.0111	-0.84228
-31.2	-0.6393	1.6483	0	-1.6908	0.26961	-2.5975	0.80049	-0.38678	0.92384	-0.33683	-3.0461	-1.2654	0.93647
-38.9	0.82857	1.501	0	0.65171	-0.2331	0.53548	0.84343	3.2559	2.0939	-2.5204	3.4615	0.65358	-0.45632
-42.2	2.1445	1.3107	1	0.45766	2.2556	1.8748	0.96163	2.2679	3.8952	4.9918	1.7499	3.8589	-0.8684
