# Data file generated by gp_save.m
# gt angles, mean, conf.-interval (99%, significantly (1%) different from zero?, individual means
41.6	-0.6476	2.1768	0	-2.8959	11.45	0.8556	-4.0883	-2.3915	-1.4235	-1.4394	-2.9103	3.5323	-7.1653
34.8	-0.38749	1.8239	0	-1.7181	10.008	3.4395	-2.753	-4.7841	-0.58102	0.50651	-4.0769	1.925	-5.841
21.8	-0.55236	1.7429	0	-2.3681	8.7698	1.9134	-2.3041	-3.5459	-2.3453	3.4579	-3.3723	-2.6705	-3.0585
11.4	-0.56963	1.782	0	-3.4003	9.3632	1.0664	-3.5277	-3.8049	0.21567	-1.3761	-3.8643	2.4192	-2.7876
5.7	-0.13322	1.8562	0	-2.1618	9.1422	3.7993	-3.2248	-2.4117	-4.6271	1.955	-1.887	3.8046	-5.7209
0	-0.81607	1.7076	0	-2.6171	8.1074	-1.6476	-3.8103	-2.8771	-3.0585	1.5195	-1.1918	-1.9835	-0.60154
-11.4	-1.0349	1.8683	0	-0.92007	9.679	1.0374	-3.9564	-2.3901	-4.4261	-0.47131	-1.5365	-5.5809	-1.7843
-16.8	-0.10428	1.9285	0	-1.2676	11.139	1.7774	-2.8901	-3.8687	-2.1262	1.2102	-2.4224	0.2886	-2.8827
-31.2	-0.5203	2.0881	0	-3.1392	12.106	3.1286	-3.9034	-3.4483	-1.5424	-0.4248	-2.0929	-4.8662	-1.0202
-38.9	-2.0975	1.8994	1	-2.678	9.447	0.86773	-3.9769	-3.2679	-2.5126	-5.2599	-2.6319	-6.8965	-4.0659
-42.2	0.13446	1.6872	0	-0.76821	9.1249	4.0461	-3.3612	-2.2026	-2.0706	-0.64785	-0.52433	-2.3218	0.070194
