# Data file generated by gp_save.m
# gt angles, std, lower conf.-interval, upper conf.-interval, individual results
41.6	5.0127	3.9672	6.7219	3.1603	4.8569	2.6129	4.1062	3.2254	12.194	4.4877	1.6579	2.2994	0.98584
34.8	3.0894	2.445	4.1428	3.4461	4.6001	1.7734	0.77737	3.8632	3.6607	4.2559	1.0397	4.3706	2.3075
21.8	4.7063	3.7247	6.311	4.5141	7.4871	1.9731	1.6584	3.2773	4.8951	5.2693	6.7335	2.721	0.93666
11.4	4.4884	3.5523	6.0189	1.3901	3.329	1.226	1.5852	4.007	5.3136	8.7086	4.7996	5.7692	0.58547
5.7	3.4868	2.7595	4.6757	4.7032	1.815	3.8452	2.8048	3.178	5.4024	3.5465	4.0167	3.8748	2.1049
0	5.0379	3.9871	6.7557	3.8736	1.9897	2.2287	2.2096	3.4091	9.3276	6.9052	9.8561	2.5291	2.8778
-11.4	5.2261	4.136	7.008	4.331	6.0688	1.9807	1.0191	4.554	4.1338	8.2025	3.2554	11.311	2.5857
-16.8	5.1989	4.1145	6.9715	4.1901	7.858	2.3816	2.3828	5.0547	6.3131	5.9634	6.3396	8.3088	0.30443
-31.2	4.349	3.4419	5.8319	3.6618	3.2728	3.1671	0.69951	2.3795	6.3032	9.4811	4.4009	3.9937	1.6031
-38.9	3.9605	3.1344	5.3109	4.1234	2.6098	1.4198	2.6807	7.4918	2.9295	4.5467	5.4314	2.2701	1.8407
-42.2	3.4584	2.737	4.6376	2.546	3.9068	2.7719	1.761	5.7529	2.5216	2.6874	3.316	4.4587	1.3494
