# Data file generated by gp_save.m
# gt angles, std, lower conf.-interval, upper conf.-interval, individual results
41.6	5.7435	4.5456	7.7019	2.5078	2.0541	3.1456	2.9762	2.7905	2.7097	1.9901	1.5505	5.7388	5.1818
34.8	4.8125	3.8087	6.4534	0.93668	1.4206	1.8087	1.9147	0.97405	1.4561	2.4903	2.249	2.4219	2.2352
21.8	4.5985	3.6394	6.1665	1.2477	4.0139	3.6688	2.2087	0.9226	1.3479	1.1636	0.46254	4.8919	3.4589
11.4	4.7017	3.7211	6.3049	2.2545	2.989	1.9889	1.373	1.9795	2.9454	2.4447	2.1131	4.4259	3.8912
5.7	4.8975	3.876	6.5674	0.86071	2.9331	2.1859	1.0478	1.6046	1.2104	1.9623	0.84483	3.9106	3.3614
0	4.5055	3.5657	6.0417	0.96698	2.7109	3.8217	0.43174	0.9853	4.2261	1.6572	1.9813	7.9201	1.1597
-11.4	4.9296	3.9014	6.6105	1.3042	2.3291	4.0946	1.6685	1.192	2.6037	3.2735	2.242	5.637	3.4416
-16.8	5.0884	4.0271	6.8235	0.6171	1.7802	2.3573	1.0663	0.87599	2.8352	1.8587	1.0481	8.7001	1.5872
-31.2	5.5093	4.3602	7.3879	3.8492	1.9477	2.0314	2.1259	2.8513	2.3337	4.1013	1.0342	3.3734	4.8862
-38.9	5.0115	3.9663	6.7204	1.9098	0.89748	1.5274	3.0782	1.7006	4.6574	3.5953	1.5832	3.5684	2.7961
-42.2	4.4518	3.5232	5.9697	2.209	1.9149	1.3756	2.0864	1.2849	3.0929	1.5269	1.6371	6.7696	2.7771
