# Data file generated by gp_save.m
# histograms of ./2017_err_corrected
# bin centres, overall hist., histograms for each listener
-20	0	0	0	0	0	0	0	0	0	0	0
-19	0	0	0	0	0	0	0	0	0	0	0
-18	0	0	0	0	0	0	0	0	0	0	0
-17	0	0	0	0	0	0	0	0	0	0	0
-16	0	0	0	0	0	0	0	0	0	0	0
-15	0	0	0	0	0	0	0	0	0	0	0
-14	0	0	0	0	0	0	0	0	0	0	0
-13	0	0	0	0	0	0	0	0	0	0	0
-12	0	0	0	0	0	0	0	0	0	0	0
-11	0	0	0	0	0	0	0	0	0	0	0
-10	0.0036364	0	0	0	0	0	0	0	0	0.036364	0
-9	0.0036364	0	0	0	0	0	0	0.018182	0	0.018182	0
-8	0.0054545	0	0	0	0	0	0.018182	0	0	0.036364	0
-7	0.010909	0.018182	0.018182	0.018182	0	0	0.018182	0	0	0	0.036364
-6	0.021818	0	0	0	0.018182	0	0.018182	0.018182	0	0.10909	0.054545
-5	0.021818	0	0.018182	0.036364	0	0.018182	0	0.054545	0	0.036364	0.054545
-4	0.025455	0.018182	0.036364	0.054545	0.036364	0	0.018182	0.018182	0.018182	0.018182	0.036364
-3	0.070909	0.072727	0.090909	0.12727	0.036364	0.054545	0.10909	0.054545	0.054545	0.036364	0.072727
-2	0.092727	0.054545	0.072727	0.090909	0.072727	0.090909	0.12727	0.10909	0.10909	0.10909	0.090909
-1	0.15273	0.12727	0.12727	0.12727	0.25455	0.21818	0.090909	0.12727	0.23636	0.072727	0.14545
0	0.17273	0.29091	0.12727	0.090909	0.21818	0.30909	0.12727	0.14545	0.2	0.10909	0.10909
1	0.14	0.21818	0.21818	0.090909	0.14545	0.14545	0.2	0.10909	0.18182	0.036364	0.054545
2	0.12	0.18182	0.12727	0.12727	0.16364	0.12727	0.090909	0.072727	0.12727	0.090909	0.090909
3	0.070909	0	0.10909	0.12727	0.036364	0.018182	0.072727	0.2	0.036364	0.036364	0.072727
4	0.036364	0	0.036364	0.054545	0.018182	0	0.054545	0.054545	0.036364	0.054545	0.054545
5	0.02	0.018182	0.018182	0.036364	0	0	0.054545	0	0	0.018182	0.054545
6	0.014545	0	0	0.018182	0	0.018182	0	0.018182	0	0.054545	0.036364
7	0.0054545	0	0	0	0	0	0	0	0	0.036364	0.018182
8	0.0036364	0	0	0	0	0	0	0	0	0.018182	0.018182
9	0.0036364	0	0	0	0	0	0	0	0	0.036364	0
10	0.0018182	0	0	0	0	0	0	0	0	0.018182	0
11	0.0018182	0	0	0	0	0	0	0	0	0.018182	0
12	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0
