# Data file generated by gp_save.m
# 
41.6	-8.41	0.88	-8.68	3.93	-4.71	0.4	-3.78	-9.79	-5.54	0.42
34.8	1.74	-7.17	-12.49	-2.02	7.95	-7.32	4.61	-9.46	2.51	0.2
21.8	-4.43	-16.23	-13.26	-0.55	1.25	-10.08	1.47	-0.74	0.13	0.55
11.4	-1.41	-5.75	-8.98	0.08	-2.65	-2.71	5.81	-15.03	0.18	0.78
5.7	-7.35	-3.27	-10.87	-4.67	2.19	-6.85	-3.67	-7.15	1.68	4.5
0	-10.57	-5.19	-7.64	-2.02	-3.25	4.16	-1.17	3.2	0.1	-3.16
-11.4	-1.94	-15.12	-12.75	-0.57	5.46	-8.84	-5.31	-17.16	4.9	5.26
-16.8	1.4	0.44	-11.06	-2.81	-2.6	-14.97	10.88	-9.79	9.61	-0.07
-31.2	-10.29	-2.96	-15.89	2.41	-1.17	-8.1	13.96	-13.1	1.48	0.03
-38.9	-0.94	-4	-9.76	2.55	-4.12	-2.09	2.29	-11.78	7.3	-0.96
-42.2	-4.25	5.61	-4.99	5.42	11.31	0.01	7.85	-8.72	16.82	1.66
41.6	-0.97	-8.7	-12.26	-3.89	2.34	-13.6	-7.04	-8.92	-1.79	2.87
34.8	-2.32	-1.82	-11.75	-0.98	4.49	-6.6	2.23	-8.46	-5.59	1.44
21.8	-4.19	-8.05	-12.39	-0.5	9.46	-0.88	-4.91	-17.27	4.29	-0.15
11.4	-2.45	1.1	-9.74	-0.94	-5.21	-5.33	3.39	-20.33	0.4	0.92
5.7	-4.74	-6.35	-12.6	0.11	-6.2	-13.51	-2.88	-12.39	4.36	-0.88
0	-7.84	-4.87	-9.64	-3.32	0.82	-0.24	1.07	-14.23	5.87	4.29
-11.4	1.91	-5.52	-10.29	-1.74	-3.55	-10.67	8.74	-11.65	-8.39	-1.25
-16.8	-8.19	2.47	-13.34	-3.38	3.36	-1.27	-3.33	-12.27	1.72	-0.1
-31.2	-3.55	1.41	-13.66	1.99	-2.38	6.05	4.6	-18.57	10.89	-0.28
-38.9	-0.43	-1.39	-6.95	-0.64	-2.24	4.57	1.99	2.06	8.99	1.3
-42.2	-4.69	-1.61	-8.34	2.97	-0.25	2.02	8.19	-5.5	10.12	-1.21
41.6	-5.56	2.05	-8.03	-6.18	-0.02	-27.52	-2.7	-11.44	-4.38	0.63
34.8	-7.77	-1.03	-8.52	-1.71	-1.38	-13.5	-1.27	-7.8	-0.26	4.66
