# Data file generated by gp_save.m
# 
-1.5	-1.5	0	-0.46405	-0.88581	-0
-1.5	-1.2273	0	-0.65003	-0.75991	-0
-1.5	-0.95455	0	-0.73825	-0.67452	-0
-1.5	-0.68182	0	-0.58256	-0.81279	-0
-1.5	-0.40909	0	-0.9176	-0.39751	-0
-1.5	-0.13636	0	-0.85618	-0.51668	-0
-1.5	0.13636	0	-0.99682	0.079725	-0
-1.5	0.40909	0	-0.99998	0.0065093	-0
-1.5	0.68182	0	-0.98837	0.15206	-0
-1.5	0.95455	0	-0.90879	0.41726	-0
-1.5	1.2273	0	-0.84617	0.53292	-0
-1.5	1.5	0	-0.78948	0.61377	-0
-1.2273	-1.5	0	-0.49541	-0.86866	-0
-1.2273	-1.2273	0	-0.47991	-0.87732	-0
-1.2273	-0.95455	0	-0.64763	-0.76196	-0
-1.2273	-0.68182	0	-0.6983	-0.71581	-0
-1.2273	-0.40909	0	0.077181	-0.99702	-0
-1.2273	-0.13636	0	0.97962	-0.20085	-0
-1.2273	0.13636	0	0.8412	-0.54073	-0
-1.2273	0.40909	0	0.7268	-0.68684	-0
-1.2273	0.68182	0	0.76727	-0.64133	-0
-1.2273	0.95455	0	-0.86624	0.49963	-0
-1.2273	1.2273	0	-0.81142	0.58447	-0
-1.2273	1.5	0	-0.7298	0.68367	-0
-0.95455	-1.5	0	-0.47406	-0.88049	-0
-0.95455	-1.2273	0	-0.46608	-0.88474	-0
-0.95455	-0.95455	0	-0.44869	-0.89369	-0
-0.95455	-0.68182	0	-0.65133	-0.7588	-0
-0.95455	-0.40909	0	-0.70133	-0.71283	-0
-0.95455	-0.13636	0	0.75893	-0.65117	-0
-0.95455	0.13636	0	0.81946	-0.57313	-0
-0.95455	0.40909	0	0.71543	-0.69868	-0
-0.95455	0.68182	0	0.68942	-0.72436	-0
-0.95455	0.95455	0	0.54866	-0.83605	-0
-0.95455	1.2273	0	-0.72572	0.68799	-0
-0.95455	1.5	0	-0.61478	0.7887	-0
-0.68182	-1.5	0	-0.38073	-0.92469	-0
-0.68182	-1.2273	0	-0.43198	-0.90188	-0
-0.68182	-0.95455	0	-0.41773	-0.90857	-0
-0.68182	-0.68182	0	-0.4436	-0.89623	-0
-0.68182	-0.40909	0	-0.5875	-0.80922	-0
-0.68182	-0.13636	0	-0.42282	-0.90621	-0
-0.68182	0.13636	0	0.6545	-0.75606	-0
-0.68182	0.40909	0	0.63191	-0.77504	-0
-0.68182	0.68182	0	0.51057	-0.85984	-0
-0.68182	0.95455	0	0.42685	-0.90432	-0
-0.68182	1.2273	0	0.40865	-0.91269	-0
-0.68182	1.5	0	-0.45945	0.8882	-0
-0.40909	-1.5	0	-0.24676	-0.96908	-0
-0.40909	-1.2273	0	-0.28594	-0.95825	-0
-0.40909	-0.95455	0	-0.32516	-0.94566	-0
-0.40909	-0.68182	0	-0.32398	-0.94606	-0
-0.40909	-0.40909	0	-0.36809	-0.92979	-0
-0.40909	-0.13636	0	-0.77138	-0.63638	-0
-0.40909	0.13636	0	0.68886	-0.72489	-0
-0.40909	0.40909	0	0.40825	-0.91287	-0
-0.40909	0.68182	0	0.32816	-0.94462	-0
-0.40909	0.95455	0	0.31161	-0.95021	-0
-0.40909	1.2273	0	0.27705	-0.96086	-0
-0.40909	1.5	0	-0.28451	0.95867	-0
-0.13636	-1.5	0	-0.090729	-0.99588	-0
-0.13636	-1.2273	0	-0.10071	-0.99492	-0
-0.13636	-0.95455	0	-0.1208	-0.99268	-0
-0.13636	-0.68182	0	-0.13705	-0.99056	-0
-0.13636	-0.40909	0	-0.083183	-0.99653	-0
-0.13636	-0.13636	0	-0.0040149	-0.99999	-0
-0.13636	0.13636	0	0.045127	-0.99898	-0
-0.13636	0.40909	0	0.090909	-0.99586	-0
-0.13636	0.68182	0	0.13057	-0.99144	-0
-0.13636	0.95455	0	0.11654	-0.99319	-0
-0.13636	1.2273	0	0.098247	-0.99516	-0
-0.13636	1.5	0	-0.40558	0.91406	-0
0.13636	-1.5	0	0.090729	-0.99588	-0
0.13636	-1.2273	0	0.10071	-0.99492	-0
0.13636	-0.95455	0	0.1208	-0.99268	-0
0.13636	-0.68182	0	0.13705	-0.99056	-0
0.13636	-0.40909	0	0.083183	-0.99653	-0
0.13636	-0.13636	0	0.0040149	-0.99999	-0
0.13636	0.13636	0	-0.045127	-0.99898	-0
0.13636	0.40909	0	-0.090909	-0.99586	-0
0.13636	0.68182	0	-0.13057	-0.99144	-0
0.13636	0.95455	0	-0.11654	-0.99319	-0
0.13636	1.2273	0	-0.098247	-0.99516	-0
0.13636	1.5	0	0.40558	0.91406	-0
0.40909	-1.5	0	0.24676	-0.96908	-0
0.40909	-1.2273	0	0.28594	-0.95825	-0
0.40909	-0.95455	0	0.32516	-0.94566	-0
0.40909	-0.68182	0	0.32398	-0.94606	-0
0.40909	-0.40909	0	0.36809	-0.92979	-0
0.40909	-0.13636	0	0.77138	-0.63638	-0
0.40909	0.13636	0	-0.68886	-0.72489	-0
0.40909	0.40909	0	-0.40825	-0.91287	-0
0.40909	0.68182	0	-0.32816	-0.94462	-0
0.40909	0.95455	0	-0.31161	-0.95021	-0
0.40909	1.2273	0	-0.27705	-0.96086	-0
0.40909	1.5	0	0.28451	0.95867	-0
0.68182	-1.5	0	0.38073	-0.92469	-0
0.68182	-1.2273	0	0.43198	-0.90188	-0
0.68182	-0.95455	0	0.41773	-0.90857	-0
0.68182	-0.68182	0	0.4436	-0.89623	-0
0.68182	-0.40909	0	0.5875	-0.80922	-0
0.68182	-0.13636	0	0.42282	-0.90621	-0
0.68182	0.13636	0	-0.6545	-0.75606	-0
0.68182	0.40909	0	-0.63191	-0.77504	-0
0.68182	0.68182	0	-0.51057	-0.85984	-0
0.68182	0.95455	0	-0.42685	-0.90432	-0
0.68182	1.2273	0	-0.40865	-0.91269	-0
0.68182	1.5	0	0.45945	0.8882	-0
0.95455	-1.5	0	0.47406	-0.88049	-0
0.95455	-1.2273	0	0.46608	-0.88474	-0
0.95455	-0.95455	0	0.44869	-0.89369	-0
0.95455	-0.68182	0	0.65133	-0.7588	-0
0.95455	-0.40909	0	0.70133	-0.71283	-0
0.95455	-0.13636	0	-0.75893	-0.65117	-0
0.95455	0.13636	0	-0.81946	-0.57313	-0
0.95455	0.40909	0	-0.71543	-0.69868	-0
0.95455	0.68182	0	-0.68942	-0.72436	-0
0.95455	0.95455	0	-0.54866	-0.83605	-0
0.95455	1.2273	0	0.72572	0.68799	-0
0.95455	1.5	0	0.61478	0.7887	-0
1.2273	-1.5	0	0.49541	-0.86866	-0
