# subject, condition, condition-id, source marked, avr x/m, avr y/m, avr z/m, avr yaw/rad, avr pitch/rad, avr roll/rad, std x/m, std y/m, std z/m, std yaw/rad, std pitch/rad, std roll/rad
12,0,18,1,0.02136116474866867,0.04016515612602234,0.010824489593505859,0.02257237878215971,0.01144262529072974,-0.7350075885297437,7.255619150904343e-05,6.75225135385253e-05,6.807844537004538e-05,0.0012979164592812672,0.0013782068474949439,0.0007235134295599443
12,1,12,1,0.015051984786987304,0.026951009035110475,0.012594401836395264,0.023013006697543026,0.048058191952612,-0.1533501124818037,3.573950379650057e-05,0.000125453187990203,2.717492046595605e-05,0.00044956846731054347,0.00035960847720953293,0.0001532820177791091
12,2,8,1,0.01205063909292221,0.021758556365966797,0.012594890594482423,0.07129834565367875,0.07072946681472458,0.1604034181157741,5.803555081823404e-05,4.295801071636263e-05,1.7432637618783922e-05,0.0001657656401422152,0.0003351871150150253,0.0005813478204960975
12,3,13,1,0.012247398495674133,0.02711891233921051,0.012854886054992676,0.008990547635345405,0.05366180079365819,-0.3571503999897488,0.00021275137139689665,5.07697428703125e-05,3.0028164592554238e-05,0.000212368083361429,0.0010043688334840717,0.0006215529258779621
12,4,13,1,0.013016386330127716,0.02607090175151825,0.012672066688537598,0.005962350551664001,0.043968897790119,-0.3018240923199821,0.00017393618401743342,0.00013614858139942516,9.30928232629899e-05,0.0001499204352455783,0.001780743320219175,0.0015054000056051481
12,5,18,1,0.014558064937591552,0.04126571714878082,0.010859179496765136,-0.00016379951376801767,0.029307806763503967,-0.7356338604014764,0.00010717828384535837,9.296029718762239e-05,3.544700602732244e-05,0.0008477306642169748,0.0014084723625302543,0.0004604541044229243
12,6,10,1,0.012543401122093201,0.018626725673675536,0.012363636493682861,0.011037437559837254,0.05662541280042921,-0.01320511263459192,7.366282448473018e-05,1.8011843174919202e-05,1.910921936841947e-05,0.0005088688430097985,0.00048403391957421005,0.00013365688780051394
12,7,13,1,0.010735520720481872,0.02982598841190338,0.012693238258361817,0.013927290695083739,0.05879844740691202,-0.3646419788349253,3.504423789260803e-05,2.9966315779632065e-05,1.8446126677248517e-05,0.0004420117597113077,0.00034562570113095707,0.0002793892137170314
12,8,13,1,0.013380296528339386,0.029486820101737976,0.012814569473266601,0.021625412398902876,0.047099888713827046,-0.36538027849325316,0.00012862753658854047,6.589086740755985e-05,0.0001518284929643546,0.0006633377756947987,0.0033360083042321288,0.0003300656075125351
12,9,13,1,0.014957350492477418,0.027085268497467042,0.0132684588432312,0.026043394356176964,0.04318174260412507,-0.328640541781475,7.414842210070981e-05,0.0001330252956801024,3.577968873531318e-05,0.0005538309397820713,0.0003459758478883365,0.0004888896713101302
12,10,1,1,0.016153603792190552,0.015892285108566283,0.014533793926239014,0.10462845871948737,0.0528114372580635,0.5763296633734238,4.1186688777674776e-05,3.431208873056893e-05,2.1191442137218944e-06,9.691173302809801e-05,0.00044358737933715073,0.000431378171386136
12,11,12,1,0.020143936574459075,0.022000035643577574,0.014240825176239013,0.03800153271416708,0.02449480322677646,-0.18050896036508363,6.131067301622534e-05,8.385662962820509e-05,5.7344624786918425e-06,0.0003542131948414492,0.0004609863012996083,0.0003812965605348664
12,12,1,1,0.017701016366481782,0.015874826908111574,0.01419525146484375,0.1335616005572537,0.0493505211815956,0.5577295317451919,5.759848728255952e-05,0.00011414114300850278,1.9423594511708116e-05,0.0009419773300731601,0.00026390989217003864,0.0001318091728998189
12,13,10,1,0.015390671789646149,0.02660079300403595,0.014639639854431152,0.07907249633191378,0.05104191387642589,-0.010058994105358812,5.755649742837638e-05,5.305255085592993e-05,3.632132362005964e-05,5.574971220523521e-05,0.0002931186591627718,5.3102230517248845e-05
12,14,12,1,0.018290415406227112,0.029707488417625428,0.014250838756561279,0.04444466148856732,0.02577316361692747,-0.25413103638452983,0.00023480627106843747,0.00012565282255199578,0.00014393312095380563,0.00017154880283086477,0.003982247397819648,0.0013389014056454484
12,15,19,1,0.024120727181434633,0.04165224432945251,0.012093877792358399,0.04840582298477113,0.00857511469914454,-0.7831645129534799,0.00017950001345022206,5.644596082365718e-05,0.0001413957539490149,0.0028344165805813198,0.0008251170475076632,0.0018200901168936826
12,16,8,1,0.013376171886920928,0.023122623562812805,0.013096463680267335,0.10840413071475119,0.03765934047663982,0.17040946766094772,0.00011439470689969803,4.4235922025975215e-05,6.653124703611736e-05,0.001170548962720086,0.0005025179504109113,0.0006714464231289503
12,17,19,1,0.016616190969944,0.029011771082878113,0.011674237251281739,0.025891806879979266,0.014384646902217791,-0.6962522633763469,0.00014008229608443478,0.00011756747712459318,0.00016577909361054736,0.0024176520695398168,0.001109927902530024,0.0023977825544277734
12,18,12,1,0.012462273240089417,0.022603076696395875,0.012555694580078125,0.0564109620579563,0.04594999745212612,-0.2928124303492597,2.367203551240975e-05,7.114897517854606e-05,4.4160913577657735e-05,0.00020806998211382764,0.0005845516120061798,0.00033433937873976536
12,19,6,1,0.01003124862909317,0.017965757846832277,0.011678683757781982,0.12505713115574532,0.05384547042428458,0.2961028281453909,4.913065382412787e-05,1.8235684304613524e-05,1.4918360321151348e-05,0.0001507014233067944,0.00015257579982718965,0.0004091557072376114
12,20,6,1,0.011436374485492706,0.018151792883872985,0.01205441951751709,0.12810499478618115,0.04842686394435524,0.29469368212080477,0.00010741188291785144,3.093902933175421e-05,1.6894004720461795e-05,0.00012306584278961747,0.0004605258436047909,0.00017424858893446915
